md,DAT,biomass_g_mean,biomass_delta_g_mean,biomass_delta_g_median,biomass_delta_g_sum,n_plants,EC_dS_m_mean,EC_dS_m_min,EC_dS_m_max,EC_dS_m_range,EC_dS_m_daily_net_change,WaterTemp_C_mean,WaterTemp_C_min,WaterTemp_C_max,WaterTemp_C_range,WaterTemp_C_daily_net_change,AirTemp_C_mean,AirTemp_C_min,AirTemp_C_max,AirTemp_C_range,AirTemp_C_daily_net_change,AirHum_pct_mean,AirHum_pct_min,AirHum_pct_max,AirHum_pct_range,AirHum_pct_daily_net_change,Volume_L_mean,Volume_L_min,Volume_L_max,Volume_L_range,Volume_L_daily_net_change,EC_dS_m_delta_sum,EC_dS_m_delta_mean,EC_dS_m_delta_abs_mean,WaterTemp_C_delta_sum,WaterTemp_C_delta_mean,WaterTemp_C_delta_abs_mean,AirTemp_C_delta_sum,AirTemp_C_delta_mean,AirTemp_C_delta_abs_mean,AirHum_pct_delta_sum,AirHum_pct_delta_mean,AirHum_pct_delta_abs_mean,Volume_L_delta_sum,Volume_L_delta_mean,Volume_L_delta_abs_mean,date_key,total_leaf_area_px,delta_total_leaf_area_px,leaf_area_growth_rate_%,mean_ExG,mean_GLI,mean_VARI
02-21,1.0,3.372222222222222,,,0.0,0,2.0507413501346234,1.71817804283906,2.1654142218349706,0.4472361789959105,0.3860484665608334,17.974996599783744,-0.9510713265306148,21.57744792784008,22.528519254370693,-0.9096248392189672,23.13459378866125,22.637697348564,23.466075085324235,0.8283777367602383,-0.0691069977479053,47.45767684089726,45.20689413990852,49.16335991734577,3.956465777437252,-3.186565148243595,76.25381289849894,70.44360895804061,83.55931760871186,13.115708650671252,2.4627051224412355,0.3860484665608334,0.0643414110934722,0.10285703397567,-0.9096248392189672,-0.1516041398698278,7.468332227252678,-0.0691069977479053,-0.0115178329579842,0.2812183468381679,-3.186565148243595,-0.5310941913739325,0.8395440957953125,2.4627051224412355,0.4104508537402059,5.248744621956703,2022-02-21,79652,,,0.5665065050125122,0.4823029935359955,0.2116587460041046
02-22,2.0,7.983333333333334,4.6111111111111125,4.550000000000001,83.00000000000003,18,2.143019814418424,2.0994470925804314,2.170752254545815,0.0713051619653835,0.0253034812799106,19.15271023329696,17.491149073622623,20.41346869703513,2.922319623412505,-0.9514876076710586,21.721561273826936,17.618424810197112,25.734458510366608,8.116033700169496,4.223001845789511,49.76797445158382,40.494866615588215,59.13592324301735,18.64105662742913,-9.013401418587904,78.96691224558218,74.22665746104474,83.52821855608786,9.301561095043128,-9.24010904339582,0.0625757224481069,0.0026073217686711,0.0146060496587147,-1.2058419992570428,-0.0502434166357101,0.2843310471372849,0.0504512897309048,0.002102137072121,0.8007768302144531,-0.0871253279468717,-0.0036302219977863,2.1650589046767754,-3.846039158111239,-0.1602516315879683,5.134680003362974,2022-02-22,362689,283037.0,355.34198764626126,0.90857595205307,0.4214711189270019,7477.626953125
02-23,3.0,9.622222222222222,1.6388888888888875,1.6499999999999986,29.49999999999998,18,2.16771218551074,2.131228892726306,2.2404792179848743,0.1092503252585683,0.0709039836988192,19.05943591081199,17.38012244897959,20.63763691927283,3.2575144702932377,0.2955090954470556,21.929259476116957,17.790702560887837,26.09595493487497,8.305252373987138,4.130801467344618,46.18767563054801,38.56265903972511,55.30020692577372,16.737547886048617,-10.668255612825334,76.64289902091151,71.80212244558956,80.35370100608806,8.551578560498498,-5.958243407774177,0.0684699972144362,0.0028529165506015,0.0117271265288281,0.257658958463935,0.0107357899359972,0.2607237492551058,-0.1367709711871079,-0.0056987904661294,0.7942087749491148,-2.109878166283579,-0.0879115902618157,1.4844483648123632,-0.936995618537992,-0.0390414841057496,5.602421682325915,2022-02-23,122986,-239703.0,-66.09050729412802,0.6967472434043884,0.5419585108757019,0.2742539346218109
02-24,4.0,10.288888888888888,0.6666666666666671,0.5500000000000007,12.000000000000009,18,2.197209689978067,2.167197535876582,2.230026534544529,0.0628289986679471,-0.0250548722628525,19.518737651203825,17.567897552877803,21.4035116203478,3.835614067469997,0.7952041280676099,22.39829503900536,17.877125850340136,27.190004875670404,9.312879025330268,3.5921173759606297,44.45136783595691,33.781400188061575,53.61149526363446,19.830095075572885,-3.205539400060367,73.74911913617412,70.25128322363926,78.64032233786999,8.389039114230727,-2.967859494908197,-0.0315288860365945,-0.0013137035848581,0.0068285501883844,0.7242627115692706,0.0301776129820529,0.2894568926404468,-0.2885598778760609,-0.0120233282448358,0.8287618965390481,2.4391728192983635,0.1016322008040984,1.870533670663941,-0.142647803461017,-0.0059436584775423,3.814619726641812,2022-02-24,152000,29014.0,23.59130307514676,0.7110489010810852,0.5782776474952698,0.3237183690071106
02-25,5.0,12.844444444444443,2.555555555555556,2.599999999999998,45.99999999999999,18,2.203818765961576,2.18114583349578,2.239024096814626,0.0578782633188463,0.0311447269663758,20.039943648036576,18.40467404982471,21.889293764946245,3.484619715121536,0.2724849086392211,22.43333714245084,18.297278911564625,27.0608399503146,8.763561038749977,3.671837779480392,47.46148901184478,38.89724437556593,55.22207837059739,16.324833995031454,-8.120640918483431,71.36623194906691,65.899157352503,74.15934295583007,8.260185603327074,-6.382703221862172,0.0332551475476687,0.0013856311478195,0.004138261513969,0.1136380569292541,0.0047349190387189,0.285650057221409,0.1294420840008321,0.0053934201667013,0.7691885443028187,-0.2534001996703097,-0.0105583416529295,1.7951541737286487,-6.797110484499044,-0.2832129368541268,2.031322724998144,2022-02-25,196700,44700.0,29.40789473684211,0.7389560341835022,0.6211550831794739,0.3841285407543182
02-26,6.0,15.616666666666667,2.772222222222222,2.9499999999999997,49.9,18,2.267068426455968,2.2197552684950104,2.4190627717996835,0.1993075033046731,0.177937830216365,19.99218923332985,18.487298321376336,21.543292517006805,3.0559941956304684,-0.2324424322630029,22.390030366526588,18.57951173643519,26.240765248078752,7.661253511643562,4.154689930579743,47.68769957357232,40.03503401360545,56.13606893269254,16.10103491908709,-8.45334331684893,68.38132114650496,63.732446203348616,71.87666017473921,8.144213971390599,-6.237776799815748,0.1808238513838138,0.0075343271409922,0.0097851695036341,-0.4463382380255822,-0.0185974265843992,0.277660719848235,0.5561056163079563,0.0231710673461648,0.6846158087808502,-2.1424250075456825,-0.0892677086477367,1.5874692005641855,-0.711020179623219,-0.0296258408176341,4.435619866579523,2022-02-26,268722,72022.0,36.615149974580575,0.7688987851142883,0.6013633608818054,0.3578090071678161
02-27,7.0,18.61111111111111,2.9944444444444445,3.0500000000000007,53.9,18,2.423150805561319,2.39928099375382,2.468525344284703,0.0692443505308832,0.0494973753333369,19.414954941646737,17.712301136495554,21.054703147129157,3.3424020106335988,-0.2803931473613303,22.02414224016024,18.11317069489912,26.168533932344268,8.05536323744515,3.8911265700819513,33.22807811348237,24.871584999187387,46.80952380952381,21.937938810336423,-13.041653316616744,64.26955689062369,59.00235858806807,70.68152668919434,11.679168101126272,-11.679168101126272,0.0507030023273782,0.002112625096974,0.0056167622855008,-0.3885889229411923,-0.0161912051225496,0.2947247060086829,-0.1858123795593336,-0.0077421824816389,0.7669592794455663,-9.285367764853376,-0.3868903235355573,1.441271243992478,-6.6365247868553965,-0.2765218661189748,3.0727233392867213,2022-02-27,329132,60410.0,22.48048168739441,0.8397024869918823,0.6235369443893433,0.3972697854042053
02-28,8.0,21.966666666666665,3.355555555555556,3.599999999999998,60.40000000000001,18,2.4807017460800105,2.4570962498351334,2.532777316752023,0.0756810669168897,0.0653216068286273,19.47862145449761,17.147754260407233,21.64200850340136,4.494254242994124,0.6853680260500106,22.14720321291201,17.421727786677813,26.507326275219988,9.085598488542177,4.018774233242787,37.57195618861879,31.774110190151145,42.96653984119245,11.192429651041303,2.8333254974344584,60.22425402922462,55.11834315802204,64.9231918309497,9.804848672927662,-5.081323672404309,0.06425197246732,0.0026771655194716,0.0053750031932115,0.4511523472870351,0.0187980144702931,0.3557231724458838,-0.1220139420956059,-0.0050839142539835,0.8569839504345543,6.5186125815513805,0.2716088575646408,1.4613828644370146,-3.884015430046027,-0.1618339762519177,2.694317679160258,2022-02-28,381366,52234.0,15.87022835822709,0.8909688591957092,0.6046651005744934,0.3685304224491119
03-01,9.0,26.216666666666665,4.249999999999998,4.399999999999999,76.49999999999997,18,2.3976368324301576,2.234318027500926,2.531909056096879,0.2975910285959529,0.275813619016485,19.23501391307376,18.281324638387776,19.813267581435305,1.5319429430475289,-0.512443018504328,21.38564679782607,18.330449142114183,23.27159080355692,4.941141661442735,3.777515033317084,53.2723817819221,47.57709044368601,60.25518533351908,12.67809488983307,-9.1655821202201,61.065548535206055,56.59527959648122,65.84023330846344,9.24495371198222,-5.082778944907517,0.280570745919221,0.0116904477466342,0.014378468200733,-0.5529959833762845,-0.0230414993073451,0.1453124158366421,-0.4564437208330432,-0.0190184883680434,0.543094892251554,-0.6918994218847914,-0.0288291425785329,1.4226554942227163,-0.4423801966927954,-0.0184325081955331,3.22373556299889,2022-03-01,476791,95425.0,25.02189497752816,0.8728203773498535,0.606951117515564,0.3912729322910309
03-02,10.0,31.04444444444444,4.8277777777777775,4.850000000000001,86.89999999999999,18,2.517876264337119,2.4934473622063464,2.542467998869488,0.0490206366631409,0.0152403080991789,18.230209041950115,16.675404587773674,19.131042737572848,2.4556381497991744,-0.1133983132502152,20.699501755338087,16.525724095098795,22.910940656125927,6.385216561027132,3.570946228320686,45.12797843966938,40.26853886605837,54.04367323721298,13.775134371154609,-9.12300358710037,56.52965471950508,53.24841853201361,59.62334419792503,6.37492566591142,-2.4003195225408405,0.0216802432457243,0.0009033434685718,0.0040282972542115,-0.3897988205521159,-0.0162416175230048,0.2281375417914614,-0.76569820761069,-0.0319040919837787,0.5847988278075725,-4.062472429244743,-0.1692696845518642,1.414595304845487,-5.443743589292353,-0.226822649553848,2.0199067487664206,2022-03-02,547975,71184.0,14.929812014069066,0.9706444144248962,0.5553603172302246,4.60184383392334
03-03,11.0,35.72777777777778,4.683333333333334,4.900000000000006,84.30000000000001,18,2.5429157653419643,2.51027371456066,2.594593934761734,0.0843202202010737,0.0471631301911283,18.10863428795864,16.427855088110327,19.29476293213531,2.8669078440249827,-0.0359593171739618,20.661917914914223,16.481598117062525,23.091184323558775,6.609586206496253,3.9187561542219456,46.68964755535261,41.02362811539595,51.45912272758933,10.43549461219338,-8.798653117916487,51.95502156989704,48.107727591496165,55.617315641587936,7.5095880500917715,-0.5146326649344246,0.0521259358922465,0.0021719139955102,0.0060784968375626,-0.3987640930092127,-0.0166151705420505,0.2555241575441324,-0.284263278807245,-0.0118443032836352,0.6348676494252782,-2.490989899045317,-0.1037912457935548,1.5771936414503387,-3.289483171981786,-0.1370617988325744,1.9580424202305156,2022-03-03,615349,67374.0,12.295086454674031,0.9646881222724916,0.5803655385971069,0.3114976286888122
03-04,12.0,40.388888888888886,4.661111111111111,4.700000000000003,83.9,18,2.3858604638944105,2.192816053344158,2.6031918074420166,0.4103757540978585,-0.344766671718673,18.15632888500964,15.950970740173204,19.553341250493368,3.6023705103201635,1.3532586485105966,20.907126266319956,16.294419388915976,23.65884963200297,7.364430243086993,5.632077557985653,46.32380816945663,43.613549720229386,50.825592045692,7.212042325462612,-1.4175799842121108,52.0505311747313,46.28500029084999,58.11355120865905,11.828550917809054,4.767973008164816,-0.3418421461282879,-0.0142434227553453,0.0204461419559864,0.9087023867567474,0.0378625994481978,0.2749264804044483,1.6292192816862077,0.0678841367369253,0.5915231258837083,3.5338409473144594,0.1472433728047691,0.9307752155760086,0.9422672073151688,0.039261133638132,2.59540715481946,2022-03-04,676815,61466.0,9.988803101979538,1.0575273036956787,0.5419389605522156,0.2578991949558258
03-05,13.0,45.833333333333336,5.444444444444445,5.549999999999997,98.0,18,2.255773723641051,2.236400364396524,2.2882926987427195,0.0518923343461952,0.0342991122936857,19.019739321894857,17.656335556406866,20.06856262914722,2.412227072740354,0.1732466799006253,21.420589840031575,17.86750162522347,23.51497585382276,5.64747422859929,4.001472568549605,51.185642891969074,47.04782771470363,53.90617236655754,6.858344651853912,1.585166643449185,50.99103444563183,46.53240959911644,54.556871853147314,8.024462254030873,-8.024462254030873,0.0355409101092734,0.001480871254553,0.0034867491758699,0.1452005467716084,0.0060500227821503,0.1964885071064824,-0.1395387847971925,-0.0058141160332163,0.6025577438028678,7.65238472522114,0.3188493635508808,1.2912863474456913,-5.601906650719052,-0.2334127771132938,1.6747188660603365,2022-03-05,728733,51918.0,7.670929279049665,1.0547410249710083,0.5770757794380188,0.3050574362277984
03-06,14.0,52.422222222222224,6.58888888888889,6.800000000000011,118.60000000000002,18,2.264226973386908,2.20288844022693,2.2868589420955425,0.0839705018686123,-0.0472685848332563,19.81909795212169,18.65810140233568,21.260377063453365,2.602275661117684,0.4251508265422181,22.07669578283532,19.121423347496,24.52737340670057,5.405950059204571,3.696883633999676,53.41556746418704,49.049654059576056,59.7705303452439,10.720876285667842,-9.323231118385912,48.57062095362732,44.072519009927255,54.07021121649754,9.997692206570283,0.260115165683942,-0.0487023414804332,-0.0020292642283513,0.0065018661110236,0.379579659167419,0.0158158191319757,0.2010404859611645,-0.0617759049012107,-0.0025739960375504,0.5300149027187668,-2.518558310696278,-0.1049399296123449,1.314240706236988,3.049831492698182,0.1270763121957575,2.6485330298913143,2022-03-06,762468,33735.0,4.6292675094993685,1.0456300973892212,0.5367921590805054,0.2515450417995453
03-07,15.0,60.25555555555555,7.833333333333333,7.950000000000003,141.0,18,2.2413643268397108,2.213488945244987,2.309039783073952,0.0955508378289646,0.0687666059980207,19.84068052048749,18.5655147837292,21.64672549975621,3.0812107160270195,-0.1598783636321421,22.274508756858832,18.88364531819554,25.862423962759163,6.978778644563622,3.5730314480741185,44.3500263252343,37.11280676092963,55.01146682222377,17.898660061294137,-16.994611803765864,49.18228441591922,43.89021623844893,52.79945790706202,8.909241668613092,-7.413662645925086,0.0694494258116655,0.002893726075486,0.0055530190917825,-0.2903906921130179,-0.0120996121713757,0.268867171840294,-0.0081481739453437,-0.0003395072477226,0.6432442217501331,-12.006239116807135,-0.5002599632002974,1.1606434724060255,-5.692024853365695,-0.2371677022235706,2.208859982234738,2022-03-07,798667,36199.0,4.747609079987614,1.1871545314788818,0.5772843360900879,0.3084321618080139
03-08,16.0,69.14444444444445,8.88888888888889,8.950000000000003,160.0,18,2.301275007766373,2.1431543602853527,2.434157672391555,0.2910033121062021,-0.1426320907989042,19.870399246060767,18.18452814538785,21.806055687121265,3.621527541733414,0.7063406004039798,22.4530187437603,18.870961319681456,26.125609168582105,7.25464784890065,4.089315897007264,38.945343831503024,35.64930869958906,43.122810882032,7.473502182442942,2.569756332567166,45.58589555741177,39.76895908453852,54.90213163144776,15.133172546909236,8.087399166709439,-0.1414893905733834,-0.0058953912738909,0.0196892587976476,0.5244086624410791,0.0218503609350449,0.2829569485075027,0.3101338487613461,0.0129222436983894,0.6432362165571576,5.233419238002369,0.2180591349167654,0.911203352216882,10.608148829289426,0.4420062012203927,2.6368685955688336,2022-03-08,825949,27282.0,3.415941813045986,1.1569900512695312,0.5671664476394653,0.2998761236667633
03-09,17.0,77.84444444444445,8.7,8.800000000000004,156.6,18,2.145162097376168,2.0920869540305578,2.172394023592764,0.0803070695622061,0.0018906194710499,19.563143565517787,17.96373987137517,21.138300277448863,3.174560406073692,-0.0436745083699037,21.95741763357789,18.066370353602192,24.818086705672027,6.751716352069835,4.518891481507279,49.72472602166578,47.30257975203733,51.681197615565,4.378617863527666,-0.5837416707297294,52.18333159651346,47.90801650010293,55.04371575751689,7.135699257413961,-6.48019621416924,0.0045509250557653,0.0001896218773235,0.006881877674174,-0.3986158842376497,-0.0166089951765687,0.2811556956827097,0.2897880824684797,0.0120745034361866,0.6952035713318311,4.52841209862784,0.1886838374428266,1.1557645733207955,-6.590348567635424,-0.2745978569848093,0.7481581728300517,2022-03-09,851571,25622.0,3.1021285817889543,1.0719763040542605,0.5176844596862793,0.2268054485321045
03-10,18.0,84.33888888888889,6.494444444444446,6.450000000000003,116.90000000000003,18,2.178582648762321,2.136724523999995,2.2781073333650603,0.1413828093650653,0.1034676207793903,19.54673452630793,18.044828057161432,20.75273807202062,2.707910014859188,0.39725281511922,21.81353383392235,18.256058020477816,23.98402869680295,5.727970676325136,4.375224919319262,47.67830409950001,41.54571579485036,53.57263529985373,12.02691950500337,-4.895538471361242,48.23225519133444,45.4033768852877,52.48916331507925,7.085786429791554,2.695319260899666,0.1129726206483141,0.0051351191203779,0.0079864288815687,0.5426306911843213,0.0246650314174691,0.2270948634495682,0.1072879663810901,0.004876725744595,0.6180741471270477,3.4307680922198216,0.15594400419181,1.201949041329221,2.7184019358820493,0.1235637243582749,0.6904489613372498,2022-03-10,702197,-149374.0,-17.540991884411284,0.9422404766082764,0.4389792382717132,0.126896396279335
03-11,19.0,93.1888888888889,8.849999999999998,8.699999999999989,159.29999999999995,18,2.266922730601362,2.2486118590638853,2.2891857438540075,0.0405738847901222,0.0113385668094365,19.794862600173744,18.78540758282835,21.115384371154605,2.329976788326256,-0.1015625536904174,22.14927296643914,18.96570372176174,24.63081133477282,5.665107613011077,-0.0233800004643462,50.7010986945973,41.11939181816071,60.34231530496157,19.222923486800862,-1.7571501126047764,49.105475289193976,46.14912342953773,51.50074615591088,5.351622726373151,-4.511788587858291,0.0110784104889471,0.0004616004370394,0.0030568334128772,-0.2016596143576841,-0.0084024839315701,0.2025672162920915,-0.1014740196419872,-0.0042280841517494,0.550839783438973,-0.2403998630168828,-0.0100166609590367,1.8021825517749752,-4.658881312852941,-0.1941200547022058,0.7244445023582546,2022-03-11,701358,-839.0,-0.1194821396274803,0.8510246276855469,0.4430906176567077,0.1319395750761032
03-12,20.0,100.55,7.361111111111114,7.000000000000014,132.50000000000006,18,2.3076999538827256,2.276906977091401,2.3703291681075243,0.0934221910161237,0.0112231742441468,19.748531220736304,18.472383970653105,21.261219857909037,2.788835887255928,0.3771483712939059,22.124138909687883,18.652033851083097,24.571237317452574,5.919203466369481,0.2686436349283774,53.39120891957466,45.03599695851037,59.56561723665576,14.529620278145387,-4.917026247359004,45.267035916842055,41.60432340398586,49.49600774213454,7.8916843381486785,2.370952606504161,0.0116239501656432,0.0004843312569018,0.0086286101669829,0.2875460344547313,0.0119810847689471,0.2296801257903621,0.2273237793410913,0.0094718241392121,0.5662499250268939,-3.4007000069652378,-0.1416958336235515,1.6763852127881875,2.1152192602888817,0.08813413584537,0.7400917890663697,2022-03-12,841588,140230.0,19.99406864967677,0.8862249851226807,0.4584470689296722,0.1505592167377472
03-13,21.0,108.53333333333332,7.983333333333332,7.899999999999999,143.7,18,2.3588986520387176,2.309492179867577,2.493257294396574,0.1837651145289971,0.1837651145289971,19.87758070661427,18.09449987230387,21.92715594019178,3.8326560678879114,0.2357495762810195,22.28144493007669,18.30562588516635,25.803434155232058,7.497808270065708,-0.4561787513640247,42.64376636106661,34.76771928908082,53.249006001718094,18.48128671263727,-6.621994787676158,46.184953866438896,42.54703534499341,48.92800159948816,6.380966254494751,-6.146263709417084,0.1924476003769233,0.0080186500157051,0.0088294323251163,0.0419328202270676,0.0017472008427944,0.3176408048145314,-0.7552329293492157,-0.0314680387228839,0.677232179134453,-7.2324679018365,-0.3013528292431875,1.4790447023519313,-5.703627481379321,-0.2376511450574717,0.4255440600357056,2022-03-13,629310,-212278.0,-25.2235060385842,1.0743299722671509,0.50494784116745,0.2097370475530624
03-14,22.0,114.83888888888887,6.305555555555553,6.3500000000000085,113.49999999999994,18,2.5203633322835994,2.3976601466503675,2.562895259106756,0.1652351124563882,,19.712581425928207,18.323198677764623,22.164198717948715,3.841000040184092,,22.211554940490824,18.81535778133779,26.349394314039607,7.534036532701815,,36.269482611522776,33.41155743066457,38.933849632002975,5.522292201338402,,40.53949333212093,38.17763792540363,42.90938008286624,4.731742157462605,,0.0487371718739124,0.0027076206596618,0.0221478225648525,2.0537491463111905,0.1140971747950661,0.3126806074476107,2.5375012457069985,0.1409722914281665,0.7446154912768755,-4.391971626009294,-0.243998423667183,1.0835448508842598,-3.919330283555325,-0.2177405713086292,0.4788920691240774,2022-03-14,657026,27716.0,4.404188714623958,1.0445411205291748,0.4979340136051178,0.2073162347078323
03-15,23.0,120.7388888888889,5.900000000000002,5.849999999999994,106.20000000000005,18,2.2888383487524613,2.242917276030127,2.327265411103178,0.0843481350730508,,22.11758512931112,21.312944719184607,22.60285957446808,1.2899148552834738,,25.26247701952346,24.0710730537949,25.95325421977665,1.882181165981745,,35.67295296632561,34.66670642659794,37.32899892038727,2.66229249378933,,47.74486372940478,45.6667319947957,53.26255649860073,7.595824503805034,,0.0843481350730508,0.0140580225121751,0.0140580225121751,-1.2899148552834738,-0.2149858092139123,0.2149858092139123,-1.8765665170361563,-0.3127610861726927,0.3146326358212222,-0.3357972995349598,-0.0559662165891599,0.83146461467395,-7.595824503805034,-1.2659707506341722,1.2823959061587662,2022-03-15,679239,22213.0,3.380840332041646,0.8537871837615967,0.4167113304138183,0.1014175042510032
03-16,24.0,127.13888888888889,6.400000000000003,6.450000000000003,115.20000000000006,18,2.201250942743445,1.1177537754375284,2.457846100336984,1.3400923248994556,-1.2078700677912328,20.583143110842176,18.3061788326252,22.48099409115181,4.174815258526618,0.3100257714007171,23.08927304141224,18.346539144668107,26.685437417287737,8.33889827261963,0.1161535604002672,42.7429596746264,35.244816698010254,47.69606550811451,12.451248810104254,10.865186552436676,44.86784934780658,41.06192884970088,48.91807102523444,7.856142175533563,2.231655854809361,-1.1962050381942229,-0.0498418765914259,0.0622477575722821,-0.1230941004388128,-0.0051289208516172,0.3538301510877391,-0.4075915349074819,-0.016982980621145,0.7527058035956138,11.907156497411243,0.4961315207254684,1.822582903326291,2.3973356100617598,0.0998889837525733,0.8370357078631118,2022-03-16,651738,-27501.0,-4.048795784694336,0.9836763143539428,0.4542103111743927,0.1471428275108337
03-17,25.0,134.45555555555555,7.316666666666663,7.200000000000003,131.69999999999993,18,1.1129333395384595,0.1731048112167251,1.704212347819154,1.531107536602429,-0.9603730922633616,20.43978149620201,18.04774428269601,22.5732252559727,4.525480973276693,0.4586901743632623,22.96771687059352,17.951493174061433,26.833244816698013,8.88175164263658,-0.3070909080355655,50.30218454702701,41.974561479882055,55.90446675257134,13.929905272689282,-0.9809364189361672,46.71514073750353,43.4219874432464,51.33296229400395,7.910974850757555,2.8294458701992653,-0.9579555616922298,-0.0399148150705095,0.1438185678441818,-0.1634510923823455,-0.0068104621825977,0.3839338766223221,0.0438575259455333,0.0018273969143972,0.8089450534195478,-0.4994639664739537,-0.0208109986030814,1.628322675059784,2.012737279840124,0.0838640533266718,0.7695473197253921,2022-03-17,666147,14409.0,2.2108577373116223,0.7999546527862549,0.394265741109848,0.0742611512541771
03-18,26.0,141.39999999999998,6.944444444444446,6.5,125.00000000000004,18,1.2649507224901522,0.1,2.1352679946220112,2.035267994622011,2.018806569243701,20.618211129830204,18.48444065612593,22.67354266211604,4.189102005990112,0.8294335747951074,23.4063014895947,18.675961493812544,26.59943059134917,7.923469097536625,0.7489209677044926,50.775095977668656,44.69855674351652,57.94479144900281,13.246234705486287,5.8807141115832025,50.01227712316927,47.46544277028264,53.59394581476175,6.12850304447911,2.2945269481091586,1.9621631834052864,0.0817567993085535,0.088275724850429,0.3349392282510237,0.0139558011771259,0.3351360326553833,0.8352569013953719,0.0348023708914738,0.6465694724988968,5.372175593786999,0.2238406497411249,1.4607508532423212,2.808987818426502,0.1170411591011042,0.5548469089689926,2022-03-18,660651,-5496.0,-0.8250431211129117,0.9394109845161438,0.4808943569660187,0.1793674379587173
03-19,27.0,146.1888888888889,4.78888888888889,4.5,86.20000000000002,18,2.173938291018416,2.113588274424873,2.289827162360232,0.1762388879353582,0.1492019029331617,20.459593434387404,18.148827645051195,23.070414083722227,4.921586438671032,-0.1751110375891009,23.33038235558729,18.351692263936293,27.06254266211604,8.710850398179748,0.2778142485663153,52.89413537385945,45.07798634812286,60.56510558148174,15.487119233358875,-6.503501485918598,48.48976311739719,39.0536775530252,53.596686074769856,14.54300852174466,-11.964223980586112,0.1545591677382205,0.0064399653224258,0.0092203038522071,-0.5020568131689522,-0.0209190338820396,0.4310512371046256,-0.503926655986632,-0.020996943999443,0.7705323284034886,-6.289516728192986,-0.2620631970080411,1.5062357309249086,-11.625701328973747,-0.4844042220405728,1.314591116586259,2022-03-19,602386,-58265.0,-8.819331235402661,1.0747789144515991,0.4935936033725738,0.1953921616077423
03-20,28.0,141.69444444444446,-4.4944444444444445,-4.199999999999989,-80.9,18,2.218342961869232,1.9799625170185324,2.3416422464535125,0.36167972943498,-0.1739450784724083,20.47783406153986,17.823502855749805,22.612423341691624,4.788920485941819,0.7484343177543984,23.256341576021764,18.0522224930928,26.92679180887372,8.87456931578092,-0.6534129692832735,47.22182862550594,39.04702932367486,54.70667966845441,15.65965034477955,-0.2592208214343756,45.86291089274937,39.33641194072631,56.08331925870985,16.746907317983542,11.415757135723425,-0.1621811524578662,-0.0067575480190777,0.0264672995921511,0.2581671600380737,0.0107569650015864,0.3883197421602318,-0.3590710687005156,-0.0149612945291881,0.7888223321182849,-1.2230723688792935,-0.0509613487033039,1.6269947925131374,11.843353937634705,0.4934730807347793,1.058787774380247,2022-03-20,652309,49923.0,8.287543203195291,1.0210665464401243,0.4955953061580658,0.1981465965509414
03-21,29.0,148.20555555555555,6.511111111111112,6.550000000000011,117.20000000000002,18,2.155026314274016,2.1376167241866417,2.187453195942664,0.0498364717560222,0.0498364717560222,20.316381619883447,18.653107287966375,22.18982199739964,3.5367147094332623,-0.3963377504585459,23.292124933733447,18.993563824847342,26.99935049104966,8.005786666202319,-0.2313633303150553,48.55257718844079,40.4315699658703,54.35030414896333,13.91873418309303,3.333388184625377,52.07518254490783,49.09152894028508,55.59496633940852,6.503437399123442,3.0538316805394743,0.0598071860402984,0.0024919660850124,0.0036817675064081,-0.9327793526967092,-0.0388658063623628,0.333592032148468,0.0966383993870607,0.0040265999744608,0.6978669304752616,2.8493757400571127,0.1187239891690463,1.4524268673624163,2.448893318306034,0.1020372215960847,0.6066962881415728,2022-03-21,716628,64319.0,9.860204289684791,0.9757296442985536,0.472461074590683,0.1711156666278839
03-22,30.0,152.84444444444443,4.638888888888889,4.700000000000017,83.5,18,2.205456149202515,2.1673176358791584,2.284511176861186,0.1171935409820275,0.0998415247973389,19.993200592161976,17.94184531355204,22.615505119453925,4.673659805901885,2.3885478139620844,22.731847071300404,18.849007743028952,26.30358013512572,7.454572392096768,0.9840590293146896,51.475150903753146,46.4533781430661,57.747690731582736,11.294312588516632,2.413573330906729,48.7146294018466,39.17342413768109,55.67104961626439,16.497625478583302,-14.933300111356688,0.0970579809185219,0.0051083147851853,0.0074836457115785,1.9647173479873068,0.1034061762098582,0.388558013885077,1.207634346813702,0.063559702463879,0.7532194467744044,2.2395975119101905,0.117873553258431,1.9087394918738636,-15.24155943530124,-0.8021873387000653,1.1456179957364363,2022-03-22,725274,8646.0,1.2064836986553695,0.8417771458625793,0.4497337937355041,0.1430856436491012
